,org:resource,lifecycle:transition_start,concept:name,time:timestamp_start,case:REG_DATE_start,case:concept:name,case:AMOUNT_REQ_start,lifecycle:transition_complete,time:timestamp_complete,case:REG_DATE_complete,case:AMOUNT_REQ_complete,duration,duration_seconds
531027,10609,START,W_Nabellen incomplete dossiers,2012-03-02 13:50:27.097000+00:00,2012-01-19 00:05:27.273000+00:00,202182,15000,COMPLETE,2012-03-02 13:51:09.619000+00:00,2012-01-19 00:05:27.273000+00:00,15000,0 days 00:00:42.522000,42
531051,10609,START,W_Nabellen incomplete dossiers,2012-03-02 13:51:19.629000+00:00,2012-01-19 00:05:27.273000+00:00,202182,15000,COMPLETE,2012-03-02 13:52:35.213000+00:00,2012-01-19 00:05:27.273000+00:00,15000,0 days 00:01:15.584000,75
608216,10609,START,W_Nabellen incomplete dossiers,2012-03-02 13:52:49.764000+00:00,2012-02-03 19:24:05.766000+00:00,206351,6000,COMPLETE,2012-03-02 14:07:45.896000+00:00,2012-02-03 19:24:05.766000+00:00,6000,0 days 00:14:56.132000,896
692957,10609,START,W_Nabellen incomplete dossiers,2012-03-05 10:43:16.120000+00:00,2012-02-22 18:40:25.238000+00:00,211883,15000,COMPLETE,2012-03-05 10:44:42.968000+00:00,2012-02-22 18:40:25.238000+00:00,15000,0 days 00:01:26.848000,86
705166,10609,START,W_Nabellen incomplete dossiers,2012-03-05 11:17:16.343000+00:00,2012-02-25 10:26:01.118000+00:00,212671,4000,COMPLETE,2012-03-05 11:17:51.161000+00:00,2012-02-25 10:26:01.118000+00:00,4000,0 days 00:00:34.818000,34
692762,10609,START,W_Nabellen incomplete dossiers,2012-03-05 11:55:39.633000+00:00,2012-02-22 18:04:46.427000+00:00,211871,5000,COMPLETE,2012-03-05 12:16:13.762000+00:00,2012-02-22 18:04:46.427000+00:00,5000,0 days 00:20:34.129000,1234
711745,10609,START,W_Nabellen incomplete dossiers,2012-03-06 15:30:30.177000+00:00,2012-02-27 09:49:09.199000+00:00,213144,5000,COMPLETE,2012-03-06 15:40:48.500000+00:00,2012-02-27 09:49:09.199000+00:00,5000,0 days 00:10:18.323000,618
570842,10609,START,W_Nabellen incomplete dossiers,2012-03-07 08:16:33.670000+00:00,2012-01-27 16:13:16.004000+00:00,204475,10000,COMPLETE,2012-03-07 09:01:55.242000+00:00,2012-01-27 16:13:16.004000+00:00,10000,0 days 00:45:21.572000,2721
720610,10609,START,W_Nabellen incomplete dossiers,2012-03-07 10:05:13.015000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-07 10:21:22.147000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:16:09.132000,969
638435,10609,START,W_Nabellen incomplete dossiers,2012-03-07 11:27:12.803000+00:00,2012-02-10 15:54:36.053000+00:00,208172,15000,COMPLETE,2012-03-07 11:57:15.741000+00:00,2012-02-10 15:54:36.053000+00:00,15000,0 days 00:30:02.938000,1802
638455,10609,START,W_Nabellen incomplete dossiers,2012-03-07 11:57:21.843000+00:00,2012-02-10 15:54:36.053000+00:00,208172,15000,COMPLETE,2012-03-07 11:57:31.499000+00:00,2012-02-10 15:54:36.053000+00:00,15000,0 days 00:00:09.656000,9
701759,10609,START,W_Nabellen incomplete dossiers,2012-03-08 08:30:04.342000+00:00,2012-02-24 11:29:48.702000+00:00,212425,2500,COMPLETE,2012-03-08 08:30:13.455000+00:00,2012-02-24 11:29:48.702000+00:00,2500,0 days 00:00:09.113000,9
722476,10609,START,W_Nabellen incomplete dossiers,2012-03-08 08:30:19.822000+00:00,2012-02-28 18:22:00.863000+00:00,213825,5000,COMPLETE,2012-03-08 08:30:30.666000+00:00,2012-02-28 18:22:00.863000+00:00,5000,0 days 00:00:10.844000,10
692444,10609,START,W_Nabellen incomplete dossiers,2012-03-08 08:52:41.252000+00:00,2012-02-22 16:51:24.638000+00:00,211847,8000,COMPLETE,2012-03-08 08:52:51.180000+00:00,2012-02-22 16:51:24.638000+00:00,8000,0 days 00:00:09.928000,9
659726,10609,START,W_Nabellen incomplete dossiers,2012-03-08 14:22:44.623000+00:00,2012-02-15 01:05:46.808000+00:00,209532,25000,COMPLETE,2012-03-08 14:22:57.492000+00:00,2012-02-15 01:05:46.808000+00:00,25000,0 days 00:00:12.869000,12
720666,10609,START,W_Nabellen incomplete dossiers,2012-03-08 14:24:59.275000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-08 14:42:36.801000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:17:37.526000,1057
720714,10609,START,W_Nabellen incomplete dossiers,2012-03-08 14:42:47.351000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-08 14:43:03.026000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:00:15.675000,15
683659,10609,START,W_Nabellen incomplete dossiers,2012-03-09 09:35:24.046000+00:00,2012-02-20 15:27:34.321000+00:00,211158,5000,COMPLETE,2012-03-09 09:36:23.955000+00:00,2012-02-20 15:27:34.321000+00:00,5000,0 days 00:00:59.909000,59
720310,10609,START,W_Nabellen incomplete dossiers,2012-03-09 14:48:11.210000+00:00,2012-02-28 13:18:05.306000+00:00,213711,10000,COMPLETE,2012-03-09 14:48:27.262000+00:00,2012-02-28 13:18:05.306000+00:00,10000,0 days 00:00:16.052000,16
709941,10609,START,W_Nabellen incomplete dossiers,2012-03-09 14:48:41.738000+00:00,2012-02-26 17:26:07.329000+00:00,212995,15000,COMPLETE,2012-03-09 14:49:27.386000+00:00,2012-02-26 17:26:07.329000+00:00,15000,0 days 00:00:45.648000,45
632295,10609,START,W_Nabellen incomplete dossiers,2012-03-09 16:25:35.591000+00:00,2012-02-09 13:33:01.099000+00:00,207810,8000,COMPLETE,2012-03-09 16:26:05.319000+00:00,2012-02-09 13:33:01.099000+00:00,8000,0 days 00:00:29.728000,29
504239,10609,START,W_Nabellen incomplete dossiers,2012-03-10 10:45:49.650000+00:00,2012-01-14 11:37:55.980000+00:00,200811,5000,COMPLETE,2012-03-10 10:46:23.376000+00:00,2012-01-14 11:37:55.980000+00:00,5000,0 days 00:00:33.726000,33
504257,10609,START,W_Nabellen incomplete dossiers,2012-03-10 10:46:51.073000+00:00,2012-01-14 11:37:55.980000+00:00,200811,5000,COMPLETE,2012-03-10 10:50:31.990000+00:00,2012-01-14 11:37:55.980000+00:00,5000,0 days 00:03:40.917000,220
632315,10609,START,W_Nabellen incomplete dossiers,2012-03-10 11:35:06.649000+00:00,2012-02-09 13:33:01.099000+00:00,207810,8000,COMPLETE,2012-03-10 11:36:42.179000+00:00,2012-02-09 13:33:01.099000+00:00,8000,0 days 00:01:35.530000,95
726527,10609,START,W_Nabellen incomplete dossiers,2012-03-10 11:36:50.817000+00:00,2012-02-29 15:13:32.677000+00:00,214139,26000,COMPLETE,2012-03-10 11:46:05.183000+00:00,2012-02-29 15:13:32.677000+00:00,26000,0 days 00:09:14.366000,554
632331,10609,START,W_Nabellen incomplete dossiers,2012-03-10 11:56:59.788000+00:00,2012-02-09 13:33:01.099000+00:00,207810,8000,COMPLETE,2012-03-10 12:14:02.270000+00:00,2012-02-09 13:33:01.099000+00:00,8000,0 days 00:17:02.482000,1022
606320,10609,START,W_Nabellen incomplete dossiers,2012-03-10 12:14:38.293000+00:00,2012-02-03 14:37:49.436000+00:00,206264,15000,COMPLETE,2012-03-10 12:32:52.672000+00:00,2012-02-03 14:37:49.436000+00:00,15000,0 days 00:18:14.379000,1094
708958,10609,START,W_Nabellen incomplete dossiers,2012-03-12 08:29:27.112000+00:00,2012-02-26 14:05:58.814000+00:00,212944,10000,COMPLETE,2012-03-12 08:30:48.181000+00:00,2012-02-26 14:05:58.814000+00:00,10000,0 days 00:01:21.069000,81
726699,10609,START,W_Nabellen incomplete dossiers,2012-03-12 08:45:27.046000+00:00,2012-02-29 16:12:33.489000+00:00,214172,25000,COMPLETE,2012-03-12 08:54:20.392000+00:00,2012-02-29 16:12:33.489000+00:00,25000,0 days 00:08:53.346000,533
673095,10609,START,W_Nabellen incomplete dossiers,2012-03-12 10:16:23.815000+00:00,2012-02-17 14:40:58.353000+00:00,210401,5000,COMPLETE,2012-03-12 10:17:37.783000+00:00,2012-02-17 14:40:58.353000+00:00,5000,0 days 00:01:13.968000,73
650192,10609,START,W_Nabellen incomplete dossiers,2012-03-13 10:31:27.867000+00:00,2012-02-13 14:51:49.729000+00:00,208868,8000,COMPLETE,2012-03-13 10:33:02.282000+00:00,2012-02-13 14:51:49.729000+00:00,8000,0 days 00:01:34.415000,94
707837,10609,START,W_Nabellen incomplete dossiers,2012-03-13 11:53:58.835000+00:00,2012-02-25 20:50:55.330000+00:00,212851,7000,COMPLETE,2012-03-13 11:55:19.347000+00:00,2012-02-25 20:50:55.330000+00:00,7000,0 days 00:01:20.512000,80
660118,10609,START,W_Nabellen incomplete dossiers,2012-03-13 16:11:17.630000+00:00,2012-02-15 01:05:46.808000+00:00,209532,25000,COMPLETE,2012-03-13 16:13:17.980000+00:00,2012-02-15 01:05:46.808000+00:00,25000,0 days 00:02:00.350000,120
660148,10609,START,W_Nabellen incomplete dossiers,2012-03-13 16:20:05.836000+00:00,2012-02-15 01:05:46.808000+00:00,209532,25000,COMPLETE,2012-03-13 16:20:59.511000+00:00,2012-02-15 01:05:46.808000+00:00,25000,0 days 00:00:53.675000,53
660179,10609,START,W_Nabellen incomplete dossiers,2012-03-14 07:41:17.810000+00:00,2012-02-15 01:05:46.808000+00:00,209532,25000,COMPLETE,2012-03-14 08:11:44.291000+00:00,2012-02-15 01:05:46.808000+00:00,25000,0 days 00:30:26.481000,1826
660227,10609,START,W_Nabellen incomplete dossiers,2012-03-14 08:12:00.411000+00:00,2012-02-15 01:05:46.808000+00:00,209532,25000,COMPLETE,2012-03-14 08:12:47.044000+00:00,2012-02-15 01:05:46.808000+00:00,25000,0 days 00:00:46.633000,46
714069,10609,START,W_Nabellen incomplete dossiers,2012-03-14 10:23:32.107000+00:00,2012-02-27 14:31:12.737000+00:00,213288,8000,COMPLETE,2012-03-14 10:46:57.999000+00:00,2012-02-27 14:31:12.737000+00:00,8000,0 days 00:23:25.892000,1405
680340,10609,START,W_Nabellen incomplete dossiers,2012-03-14 10:47:06.984000+00:00,2012-02-20 07:52:42.162000+00:00,210957,25000,COMPLETE,2012-03-14 10:47:12.841000+00:00,2012-02-20 07:52:42.162000+00:00,25000,0 days 00:00:05.857000,5
720927,10609,START,W_Nabellen incomplete dossiers,2012-03-14 12:06:31.419000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 12:16:44.029000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:10:12.610000,612
720975,10609,START,W_Nabellen incomplete dossiers,2012-03-14 12:30:24.286000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 12:33:25.445000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:03:01.159000,181
721023,10609,START,W_Nabellen incomplete dossiers,2012-03-14 12:37:34.038000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 12:39:17.362000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:01:43.324000,103
721071,10609,START,W_Nabellen incomplete dossiers,2012-03-14 12:40:56.413000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 12:41:07.816000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:00:11.403000,11
721168,10609,START,W_Nabellen incomplete dossiers,2012-03-14 14:14:46.064000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 14:44:18.376000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:29:32.312000,1772
721216,10609,START,W_Nabellen incomplete dossiers,2012-03-14 14:44:27.464000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 14:44:35.057000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:00:07.593000,7
721264,10609,START,W_Nabellen incomplete dossiers,2012-03-14 14:59:19.015000+00:00,2012-02-28 13:56:54.629000+00:00,213738,10000,COMPLETE,2012-03-14 14:59:30.447000+00:00,2012-02-28 13:56:54.629000+00:00,10000,0 days 00:00:11.432000,11
22430,10609,START,W_Nabellen offertes,2011-10-05 09:31:34.160000+00:00,2011-10-05 09:27:11.793000+00:00,174602,6000,COMPLETE,2011-10-05 09:31:49.249000+00:00,2011-10-05 09:27:11.793000+00:00,6000,0 days 00:00:15.089000,15
34151,10609,START,W_Nabellen offertes,2011-10-21 19:16:33.171000+00:00,2011-10-06 14:18:16.762000+00:00,175081,8000,COMPLETE,2011-10-21 19:16:52.139000+00:00,2011-10-06 14:18:16.762000+00:00,8000,0 days 00:00:18.968000,18
30786,10609,START,W_Nabellen offertes,2011-10-21 19:16:57.662000+00:00,2011-10-05 21:52:08.108000+00:00,174938,5000,COMPLETE,2011-10-21 19:17:02.152000+00:00,2011-10-05 21:52:08.108000+00:00,5000,0 days 00:00:04.490000,4
50474,10609,START,W_Nabellen offertes,2011-10-21 19:17:35.752000+00:00,2011-10-10 17:42:47.142000+00:00,175994,5000,COMPLETE,2011-10-21 19:17:45.866000+00:00,2011-10-10 17:42:47.142000+00:00,5000,0 days 00:00:10.114000,10
65571,10609,START,W_Nabellen offertes,2011-10-21 19:17:56.864000+00:00,2011-10-12 22:51:30.578000+00:00,176608,15000,COMPLETE,2011-10-21 19:18:05.717000+00:00,2011-10-12 22:51:30.578000+00:00,15000,0 days 00:00:08.853000,8
58863,10609,START,W_Nabellen offertes,2011-10-21 19:18:12.241000+00:00,2011-10-12 09:39:26.635000+00:00,176374,15000,COMPLETE,2011-10-21 19:18:19.057000+00:00,2011-10-12 09:39:26.635000+00:00,15000,0 days 00:00:06.816000,6
33555,10609,START,W_Nabellen offertes,2011-10-21 19:18:26.084000+00:00,2011-10-06 12:34:31.166000+00:00,175054,5200,COMPLETE,2011-10-21 19:18:40.774000+00:00,2011-10-06 12:34:31.166000+00:00,5200,0 days 00:00:14.690000,14
64238,10609,START,W_Nabellen offertes,2011-10-21 19:49:48.460000+00:00,2011-10-12 19:21:46.612000+00:00,176545,8000,COMPLETE,2011-10-21 19:50:01.343000+00:00,2011-10-12 19:21:46.612000+00:00,8000,0 days 00:00:12.883000,12
66987,10609,START,W_Nabellen offertes,2011-10-21 19:52:11.213000+00:00,2011-10-13 14:04:09.259000+00:00,176705,15000,COMPLETE,2011-10-21 19:52:29.564000+00:00,2011-10-13 14:04:09.259000+00:00,15000,0 days 00:00:18.351000,18
61895,10609,START,W_Nabellen offertes,2011-10-21 19:53:07.462000+00:00,2011-10-12 16:09:08.318000+00:00,176491,5500,COMPLETE,2011-10-21 19:53:18.837000+00:00,2011-10-12 16:09:08.318000+00:00,5500,0 days 00:00:11.375000,11
67423,10609,START,W_Nabellen offertes,2011-10-21 19:53:27.476000+00:00,2011-10-13 14:53:15.302000+00:00,176714,25000,COMPLETE,2011-10-21 19:53:38.714000+00:00,2011-10-13 14:53:15.302000+00:00,25000,0 days 00:00:11.238000,11
58873,10609,START,W_Nabellen offertes,2011-10-21 19:53:49.460000+00:00,2011-10-12 09:39:26.635000+00:00,176374,15000,COMPLETE,2011-10-21 19:54:01.150000+00:00,2011-10-12 09:39:26.635000+00:00,15000,0 days 00:00:11.690000,11
18176,10609,START,W_Nabellen offertes,2011-10-21 19:54:06.442000+00:00,2011-10-04 14:03:40.025000+00:00,174406,11300,COMPLETE,2011-10-21 19:54:08.587000+00:00,2011-10-04 14:03:40.025000+00:00,11300,0 days 00:00:02.145000,2
37312,10609,START,W_Nabellen offertes,2011-10-21 20:10:25.352000+00:00,2011-10-07 01:18:13.205000+00:00,175231,22000,COMPLETE,2011-10-21 20:10:38.523000+00:00,2011-10-07 01:18:13.205000+00:00,22000,0 days 00:00:13.171000,13
21284,10609,START,W_Nabellen offertes,2011-10-21 20:24:43.592000+00:00,2011-10-04 22:40:24.865000+00:00,174541,25000,COMPLETE,2011-10-21 20:24:56.701000+00:00,2011-10-04 22:40:24.865000+00:00,25000,0 days 00:00:13.109000,13
5066,10609,START,W_Nabellen offertes,2011-10-21 20:25:30.300000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,COMPLETE,2011-10-21 20:25:44.173000+00:00,2011-10-02 18:30:01.576000+00:00,33000,0 days 00:00:13.873000,13
22061,10609,START,W_Nabellen offertes,2011-10-21 20:25:49.328000+00:00,2011-10-04 23:49:56.529000+00:00,174568,5000,COMPLETE,2011-10-21 20:26:02.912000+00:00,2011-10-04 23:49:56.529000+00:00,5000,0 days 00:00:13.584000,13
18190,10609,START,W_Nabellen offertes,2011-10-21 20:26:29.868000+00:00,2011-10-04 14:03:40.025000+00:00,174406,11300,COMPLETE,2011-10-21 20:26:31.010000+00:00,2011-10-04 14:03:40.025000+00:00,11300,0 days 00:00:01.142000,1
18204,10609,START,W_Nabellen offertes,2011-10-21 20:26:37.843000+00:00,2011-10-04 14:03:40.025000+00:00,174406,11300,COMPLETE,2011-10-21 20:26:39.158000+00:00,2011-10-04 14:03:40.025000+00:00,11300,0 days 00:00:01.315000,1
38429,10609,START,W_Nabellen offertes,2011-10-21 20:27:13.047000+00:00,2011-10-07 10:11:31.535000+00:00,175275,26000,COMPLETE,2011-10-21 20:27:23.977000+00:00,2011-10-07 10:11:31.535000+00:00,26000,0 days 00:00:10.930000,10
43458,10609,START,W_Nabellen offertes,2011-10-21 20:44:09.098000+00:00,2011-10-08 10:45:11.324000+00:00,175534,10000,COMPLETE,2011-10-21 20:44:21.637000+00:00,2011-10-08 10:45:11.324000+00:00,10000,0 days 00:00:12.539000,12
48700,10609,START,W_Nabellen offertes,2011-10-21 20:44:43.064000+00:00,2011-10-09 20:47:46.297000+00:00,175804,20000,COMPLETE,2011-10-21 20:44:55.910000+00:00,2011-10-09 20:47:46.297000+00:00,20000,0 days 00:00:12.846000,12
43468,10609,START,W_Nabellen offertes,2011-10-21 20:46:01.251000+00:00,2011-10-08 10:45:11.324000+00:00,175534,10000,COMPLETE,2011-10-21 20:46:09.786000+00:00,2011-10-08 10:45:11.324000+00:00,10000,0 days 00:00:08.535000,8
25491,10609,START,W_Nabellen offertes,2011-10-21 20:46:15.257000+00:00,2011-10-05 14:16:21.328000+00:00,174740,6564,COMPLETE,2011-10-21 20:46:27.925000+00:00,2011-10-05 14:16:21.328000+00:00,6564,0 days 00:00:12.668000,12
67160,10609,START,W_Nabellen offertes,2011-10-21 20:46:45.213000+00:00,2011-10-13 14:07:19.005000+00:00,176708,10500,COMPLETE,2011-10-21 20:47:36.177000+00:00,2011-10-13 14:07:19.005000+00:00,10500,0 days 00:00:50.964000,50
20816,10609,START,W_Nabellen offertes,2011-10-21 20:47:45.056000+00:00,2011-10-04 21:09:50.738000+00:00,174517,6500,COMPLETE,2011-10-21 20:48:06.345000+00:00,2011-10-04 21:09:50.738000+00:00,6500,0 days 00:00:21.289000,21
52072,10609,START,W_Nabellen offertes,2011-10-21 20:56:06.736000+00:00,2011-10-10 21:58:07.674000+00:00,176081,50000,COMPLETE,2011-10-21 20:56:18.420000+00:00,2011-10-10 21:58:07.674000+00:00,50000,0 days 00:00:11.684000,11
66761,10609,START,W_Nabellen offertes,2011-10-21 20:56:25.676000+00:00,2011-10-13 13:48:45.811000+00:00,176696,7000,COMPLETE,2011-10-21 20:56:35.462000+00:00,2011-10-13 13:48:45.811000+00:00,7000,0 days 00:00:09.786000,9
32435,10609,START,W_Nabellen offertes,2011-10-21 20:56:40.360000+00:00,2011-10-06 07:48:43.515000+00:00,174979,5000,COMPLETE,2011-10-21 20:56:50.847000+00:00,2011-10-06 07:48:43.515000+00:00,5000,0 days 00:00:10.487000,10
61583,10609,START,W_Nabellen offertes,2011-10-21 21:00:31.561000+00:00,2011-10-12 14:22:02.280000+00:00,176476,50000,COMPLETE,2011-10-21 21:00:41.264000+00:00,2011-10-12 14:22:02.280000+00:00,50000,0 days 00:00:09.703000,9
86912,10609,START,W_Nabellen offertes,2011-10-28 09:04:55.400000+00:00,2011-10-17 22:52:01.596000+00:00,177687,5000,COMPLETE,2011-10-28 09:05:09.363000+00:00,2011-10-17 22:52:01.596000+00:00,5000,0 days 00:00:13.963000,13
172157,10609,START,W_Nabellen offertes,2011-11-04 13:52:05.114000+00:00,2011-11-04 13:48:42.007000+00:00,182203,10000,COMPLETE,2011-11-04 13:52:18.549000+00:00,2011-11-04 13:48:42.007000+00:00,10000,0 days 00:00:13.435000,13
166788,10609,START,W_Nabellen offertes,2011-11-09 13:42:51.852000+00:00,2011-11-03 13:24:59.839000+00:00,181957,7500,COMPLETE,2011-11-09 13:43:12.762000+00:00,2011-11-03 13:24:59.839000+00:00,7500,0 days 00:00:20.910000,20
157604,10609,START,W_Nabellen offertes,2011-11-09 14:46:15.964000+00:00,2011-11-01 23:02:21.213000+00:00,181483,5000,COMPLETE,2011-11-09 14:46:39.644000+00:00,2011-11-01 23:02:21.213000+00:00,5000,0 days 00:00:23.680000,23
144984,10609,START,W_Nabellen offertes,2011-11-09 15:40:58.929000+00:00,2011-10-29 23:39:59.319000+00:00,180736,10000,COMPLETE,2011-11-09 15:41:35.121000+00:00,2011-10-29 23:39:59.319000+00:00,10000,0 days 00:00:36.192000,36
147938,10609,START,W_Nabellen offertes,2011-11-09 20:12:32.247000+00:00,2011-10-30 23:07:08.935000+00:00,180880,3000,COMPLETE,2011-11-09 20:12:43.432000+00:00,2011-10-30 23:07:08.935000+00:00,3000,0 days 00:00:11.185000,11
45990,10609,START,W_Nabellen offertes,2011-11-09 20:12:56.175000+00:00,2011-10-09 09:52:54.913000+00:00,175669,15000,COMPLETE,2011-11-09 20:13:08.765000+00:00,2011-10-09 09:52:54.913000+00:00,15000,0 days 00:00:12.590000,12
54271,10609,START,W_Nabellen offertes,2011-11-09 20:13:13.127000+00:00,2011-10-11 13:33:57.115000+00:00,176179,5000,COMPLETE,2011-11-09 20:13:31.225000+00:00,2011-10-11 13:33:57.115000+00:00,5000,0 days 00:00:18.098000,18
53743,10609,START,W_Nabellen offertes,2011-11-09 20:13:36.748000+00:00,2011-10-11 10:23:31.606000+00:00,176146,10000,COMPLETE,2011-11-09 20:13:53.157000+00:00,2011-10-11 10:23:31.606000+00:00,10000,0 days 00:00:16.409000,16
54604,10609,START,W_Nabellen offertes,2011-11-09 20:13:58.529000+00:00,2011-10-11 14:20:16.922000+00:00,176188,5000,COMPLETE,2011-11-09 20:14:07.455000+00:00,2011-10-11 14:20:16.922000+00:00,5000,0 days 00:00:08.926000,8
72742,10609,START,W_Nabellen offertes,2011-11-09 20:14:46.315000+00:00,2011-10-14 15:36:45.931000+00:00,177002,10000,COMPLETE,2011-11-09 20:14:58.118000+00:00,2011-10-14 15:36:45.931000+00:00,10000,0 days 00:00:11.803000,11
65637,10609,START,W_Nabellen offertes,2011-11-09 20:15:10.619000+00:00,2011-10-12 22:51:30.578000+00:00,176608,15000,COMPLETE,2011-11-09 20:15:20.766000+00:00,2011-10-12 22:51:30.578000+00:00,15000,0 days 00:00:10.147000,10
67204,10609,START,W_Nabellen offertes,2011-11-09 20:15:28.934000+00:00,2011-10-13 14:07:19.005000+00:00,176708,10500,COMPLETE,2011-11-09 20:15:38.974000+00:00,2011-10-13 14:07:19.005000+00:00,10500,0 days 00:00:10.040000,10
72618,10609,START,W_Nabellen offertes,2011-11-09 20:15:44.631000+00:00,2011-10-14 15:25:41.994000+00:00,176996,40000,COMPLETE,2011-11-09 20:16:03.161000+00:00,2011-10-14 15:25:41.994000+00:00,40000,0 days 00:00:18.530000,18
87635,10609,START,W_Nabellen offertes,2011-11-09 20:16:31.179000+00:00,2011-10-18 08:45:10.499000+00:00,177725,10000,COMPLETE,2011-11-09 20:16:41.568000+00:00,2011-10-18 08:45:10.499000+00:00,10000,0 days 00:00:10.389000,10
165380,10609,START,W_Nabellen offertes,2011-11-15 08:02:12.212000+00:00,2011-11-02 23:07:32.758000+00:00,181844,5000,COMPLETE,2011-11-15 08:02:30.503000+00:00,2011-11-02 23:07:32.758000+00:00,5000,0 days 00:00:18.291000,18
240867,10609,START,W_Nabellen offertes,2011-11-17 09:58:56.321000+00:00,2011-11-16 19:21:44.067000+00:00,185984,5000,COMPLETE,2011-11-17 09:59:17.572000+00:00,2011-11-16 19:21:44.067000+00:00,5000,0 days 00:00:21.251000,21
261195,10609,START,W_Nabellen offertes,2011-11-29 15:22:18.425000+00:00,2011-11-20 12:34:46.239000+00:00,187487,6500,COMPLETE,2011-11-29 15:22:42.775000+00:00,2011-11-20 12:34:46.239000+00:00,6500,0 days 00:00:24.350000,24
313685,10609,START,W_Nabellen offertes,2011-12-02 12:51:00.634000+00:00,2011-12-02 12:47:47.860000+00:00,190722,7000,COMPLETE,2011-12-02 12:51:21.870000+00:00,2011-12-02 12:47:47.860000+00:00,7000,0 days 00:00:21.236000,21
252272,10609,START,W_Nabellen offertes,2011-12-05 10:46:42.170000+00:00,2011-11-18 14:14:49.811000+00:00,187010,10000,COMPLETE,2011-12-05 10:46:55.440000+00:00,2011-11-18 14:14:49.811000+00:00,10000,0 days 00:00:13.270000,13
384553,10609,START,W_Nabellen offertes,2011-12-20 09:46:24.370000+00:00,2011-12-20 09:44:30.030000+00:00,194614,7500,COMPLETE,2011-12-20 09:46:34.193000+00:00,2011-12-20 09:44:30.030000+00:00,7500,0 days 00:00:09.823000,9
382156,10609,START,W_Nabellen offertes,2011-12-27 09:36:02.368000+00:00,2011-12-19 14:53:24.230000+00:00,194478,5000,COMPLETE,2011-12-27 09:36:14.880000+00:00,2011-12-19 14:53:24.230000+00:00,5000,0 days 00:00:12.512000,12
404199,10609,START,W_Nabellen offertes,2011-12-28 18:30:41.988000+00:00,2011-12-25 22:14:25.058000+00:00,195566,6500,COMPLETE,2011-12-28 18:30:51.597000+00:00,2011-12-25 22:14:25.058000+00:00,6500,0 days 00:00:09.609000,9
419065,10609,START,W_Nabellen offertes,2011-12-29 15:11:27.692000+00:00,2011-12-29 15:08:31.008000+00:00,196434,6000,COMPLETE,2011-12-29 15:11:38.887000+00:00,2011-12-29 15:08:31.008000+00:00,6000,0 days 00:00:11.195000,11
392601,10609,START,W_Nabellen offertes,2011-12-29 15:51:49.471000+00:00,2011-12-22 01:58:15.308000+00:00,195069,27000,COMPLETE,2011-12-29 15:52:00.586000+00:00,2011-12-22 01:58:15.308000+00:00,27000,0 days 00:00:11.115000,11
377717,10609,START,W_Nabellen offertes,2012-01-02 07:55:37.422000+00:00,2011-12-17 16:32:00.859000+00:00,194239,7300,COMPLETE,2012-01-02 07:55:52.623000+00:00,2011-12-17 16:32:00.859000+00:00,7300,0 days 00:00:15.201000,15
366763,10609,START,W_Nabellen offertes,2012-01-03 08:15:58.065000+00:00,2011-12-14 22:59:42.146000+00:00,193683,50000,COMPLETE,2012-01-03 08:16:11.045000+00:00,2011-12-14 22:59:42.146000+00:00,50000,0 days 00:00:12.980000,12
288535,10609,START,W_Nabellen offertes,2012-01-03 10:29:50.424000+00:00,2011-11-27 15:21:12.199000+00:00,189343,12500,COMPLETE,2012-01-03 10:30:44.148000+00:00,2011-11-27 15:21:12.199000+00:00,12500,0 days 00:00:53.724000,53
460028,10609,START,W_Nabellen offertes,2012-01-05 12:13:49.834000+00:00,2012-01-05 12:07:04.109000+00:00,198253,7500,COMPLETE,2012-01-05 12:21:10.304000+00:00,2012-01-05 12:07:04.109000+00:00,7500,0 days 00:07:20.470000,440
