,concept:name,lifecycle:transition_start,time:timestamp_start,org:resource,case:concept:name,lifecycle:transition_complete,time:timestamp_complete,duration,duration_seconds,duration_sampled,seconds_in_day,1,Clark,Jane,Joe,Karsten,DIAGNOSIS,REPAIR
268,REPAIR,START,2020-03-28 16:24:58.997559+00:00,Karsten,89,COMPLETE,2020-03-29 05:24:29.961978+00:00,0 days 12:59:30.964419,46770,24506,59098,0.0,0.0,0.0,1.0,0.0,1.0,0.0
269,QUALITY_CONTROL,START,2020-03-29 05:24:29.961978+00:00,1,89,COMPLETE,2020-03-29 08:12:23.612068+00:00,0 days 02:47:53.650090,10073,11641,19469,0.0,0.0,0.0,1.0,1.0,1.0,1.0
270,DIAGNOSIS,START,2020-03-29 18:06:25.264854+00:00,Clark,90,COMPLETE,2020-03-29 19:10:45.688062+00:00,0 days 01:04:20.423208,3860,3354,65185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,REPAIR,START,2020-03-29 19:10:45.688062+00:00,Karsten,90,COMPLETE,2020-03-29 22:20:35.298460+00:00,0 days 03:09:49.610398,11389,28660,69045,0.0,1.0,0.0,0.0,0.0,1.0,0.0
272,QUALITY_CONTROL,START,2020-03-29 22:20:35.298460+00:00,Clark,90,COMPLETE,2020-03-30 01:36:04.018599+00:00,0 days 03:15:28.720139,11728,6164,80435,0.0,1.0,0.0,0.0,1.0,1.0,1.0
273,DIAGNOSIS,START,2020-03-30 12:19:44.463507+00:00,1,91,COMPLETE,2020-03-30 13:37:19.027703+00:00,0 days 01:17:34.564196,4654,3643,44384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,REPAIR,START,2020-03-30 13:37:19.027703+00:00,Karsten,91,COMPLETE,2020-03-30 20:06:20.244411+00:00,0 days 06:29:01.216708,23341,49915,49039,1.0,0.0,0.0,0.0,0.0,1.0,0.0
275,QUALITY_CONTROL,START,2020-03-30 20:06:20.244411+00:00,Jane,91,COMPLETE,2020-03-31 00:32:22.119925+00:00,0 days 04:26:01.875514,15961,7250,72380,1.0,0.0,0.0,0.0,1.0,1.0,1.0
276,DIAGNOSIS,START,2020-03-31 16:59:29.386280+00:00,Joe,92,COMPLETE,2020-03-31 17:41:49.789184+00:00,0 days 00:42:20.402904,2540,3163,61169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,REPAIR,START,2020-03-31 17:41:49.789184+00:00,Jane,92,COMPLETE,2020-04-01 14:28:53.032775+00:00,0 days 20:47:03.243591,74823,29636,63709,0.0,0.0,0.0,1.0,0.0,1.0,0.0
278,QUALITY_CONTROL,START,2020-04-01 14:28:53.032775+00:00,Karsten,92,COMPLETE,2020-04-01 17:20:23.075070+00:00,0 days 02:51:30.042295,10290,11021,52133,0.0,0.0,1.0,1.0,0.0,1.0,1.0
279,DIAGNOSIS,START,2020-04-02 02:09:00.311363+00:00,Clark,93,COMPLETE,2020-04-02 02:51:27.961092+00:00,0 days 00:42:27.649729,2547,2589,7740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,REPAIR,START,2020-04-02 02:51:27.961092+00:00,1,93,COMPLETE,2020-04-02 05:42:57.166217+00:00,0 days 02:51:29.205125,10289,18663,10287,0.0,1.0,0.0,0.0,0.0,1.0,0.0
281,QUALITY_CONTROL,START,2020-04-02 05:42:57.166217+00:00,1,93,COMPLETE,2020-04-02 08:56:40.166651+00:00,0 days 03:13:43.000434,11623,11829,20577,1.0,1.0,0.0,0.0,0.0,1.0,1.0
282,DIAGNOSIS,START,2020-04-02 18:36:46.378939+00:00,1,94,COMPLETE,2020-04-02 19:50:14.225990+00:00,0 days 01:13:27.847051,4407,2951,67006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,REPAIR,START,2020-04-02 19:50:14.225990+00:00,Jane,94,COMPLETE,2020-04-03 00:33:48.070288+00:00,0 days 04:43:33.844298,17013,18598,71414,1.0,0.0,0.0,0.0,0.0,1.0,0.0
284,QUALITY_CONTROL,START,2020-04-03 00:33:48.070288+00:00,Clark,94,COMPLETE,2020-04-03 02:49:06.775935+00:00,0 days 02:15:18.705647,8118,14885,2028,1.0,0.0,1.0,0.0,0.0,1.0,1.0
285,DIAGNOSIS,START,2020-04-04 08:09:39.811648+00:00,Joe,95,COMPLETE,2020-04-04 09:10:19.293392+00:00,0 days 01:00:39.481744,3639,3163,29379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,REPAIR,START,2020-04-04 09:10:19.293392+00:00,Jane,95,COMPLETE,2020-04-05 04:58:41.076552+00:00,0 days 19:48:21.783160,71301,14995,33019,0.0,0.0,0.0,1.0,0.0,1.0,0.0
287,QUALITY_CONTROL,START,2020-04-05 04:58:41.076552+00:00,Karsten,95,COMPLETE,2020-04-05 08:23:38.230280+00:00,0 days 03:24:57.153728,12297,10700,17921,0.0,0.0,1.0,1.0,0.0,1.0,1.0
288,DIAGNOSIS,START,2020-04-06 09:25:41.408086+00:00,Jane,96,COMPLETE,2020-04-06 09:57:03.299711+00:00,0 days 00:31:21.891625,1881,4702,33941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,REPAIR,START,2020-04-06 09:57:03.299711+00:00,Joe,96,COMPLETE,2020-04-07 00:28:07.210560+00:00,0 days 14:31:03.910849,52263,19486,35823,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,QUALITY_CONTROL,START,2020-04-07 00:28:07.210560+00:00,Jane,96,COMPLETE,2020-04-07 06:48:05.060199+00:00,0 days 06:19:57.849639,22797,19914,1687,0.0,0.0,1.0,1.0,0.0,1.0,1.0
291,DIAGNOSIS,START,2020-04-08 19:41:02.436086+00:00,Karsten,97,COMPLETE,2020-04-08 20:42:42.636417+00:00,0 days 01:01:40.200331,3700,3521,70862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,REPAIR,START,2020-04-08 20:42:42.636417+00:00,Joe,97,COMPLETE,2020-04-09 00:59:14.891827+00:00,0 days 04:16:32.255410,15392,36002,74562,0.0,0.0,0.0,0.0,1.0,1.0,0.0
293,QUALITY_CONTROL,START,2020-04-09 00:59:14.891827+00:00,Karsten,97,COMPLETE,2020-04-09 03:50:35.448489+00:00,0 days 02:51:20.556662,10280,9720,3554,0.0,0.0,0.0,1.0,1.0,1.0,1.0
294,DIAGNOSIS,START,2020-04-09 22:11:44.792814+00:00,Jane,98,COMPLETE,2020-04-09 23:19:52.206466+00:00,0 days 01:08:07.413652,4087,2695,79904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,REPAIR,START,2020-04-09 23:19:52.206466+00:00,1,98,COMPLETE,2020-04-10 12:21:58.433322+00:00,0 days 13:02:06.226856,46926,24851,83992,0.0,0.0,1.0,0.0,0.0,1.0,0.0
296,QUALITY_CONTROL,START,2020-04-10 12:21:58.433322+00:00,1,98,COMPLETE,2020-04-10 14:47:39.329475+00:00,0 days 02:25:40.896153,8740,12117,44518,1.0,0.0,1.0,0.0,0.0,1.0,1.0
297,DIAGNOSIS,START,2020-04-14 10:17:47.727967+00:00,1,99,COMPLETE,2020-04-14 11:42:13.917961+00:00,0 days 01:24:26.189994,5066,3079,37067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,REPAIR,START,2020-04-14 11:42:13.917961+00:00,1,99,COMPLETE,2020-04-14 16:50:32.097491+00:00,0 days 05:08:18.179530,18498,19334,42133,1.0,0.0,0.0,0.0,0.0,1.0,0.0
299,QUALITY_CONTROL,START,2020-04-14 16:50:32.097491+00:00,Karsten,99,COMPLETE,2020-04-14 19:54:28.874053+00:00,0 days 03:03:56.776562,11036,9037,60632,2.0,0.0,0.0,0.0,0.0,1.0,1.0
300,DIAGNOSIS,START,2020-04-14 17:44:17.288791+00:00,1,100,COMPLETE,2020-04-14 19:20:22.340273+00:00,0 days 01:36:05.051482,5765,3475,63857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,REPAIR,START,2020-04-14 19:20:22.340273+00:00,Clark,100,COMPLETE,2020-04-15 02:18:39.258240+00:00,0 days 06:58:16.917967,25096,52499,69622,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302,QUALITY_CONTROL,START,2020-04-15 02:18:39.258240+00:00,Joe,100,COMPLETE,2020-04-15 06:19:23.628814+00:00,0 days 04:00:44.370574,14444,22796,8319,1.0,1.0,0.0,0.0,0.0,1.0,1.0
303,DIAGNOSIS,START,2020-04-16 02:03:11.785257+00:00,1,101,COMPLETE,2020-04-16 02:51:45.723882+00:00,0 days 00:48:33.938625,2913,3322,7391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,REPAIR,START,2020-04-16 02:51:45.723882+00:00,Karsten,101,COMPLETE,2020-04-16 07:44:37.877107+00:00,0 days 04:52:52.153225,17572,25355,10305,1.0,0.0,0.0,0.0,0.0,1.0,0.0
305,QUALITY_CONTROL,START,2020-04-16 07:44:37.877107+00:00,Karsten,101,COMPLETE,2020-04-16 10:33:42.759294+00:00,0 days 02:49:04.882187,10144,10593,27877,1.0,0.0,0.0,0.0,1.0,1.0,1.0
306,DIAGNOSIS,START,2020-04-16 13:00:42.359278+00:00,Joe,102,COMPLETE,2020-04-16 14:07:40.316805+00:00,0 days 01:06:57.957527,4017,3456,46842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,REPAIR,START,2020-04-16 14:07:40.316805+00:00,Jane,102,COMPLETE,2020-04-17 15:14:31.107649+00:00,1 days 01:06:50.790844,90410,20330,50860,0.0,0.0,0.0,1.0,0.0,1.0,0.0
308,QUALITY_CONTROL,START,2020-04-17 15:14:31.107649+00:00,Joe,102,COMPLETE,2020-04-17 18:55:33.958611+00:00,0 days 03:41:02.850962,13262,9704,54871,0.0,0.0,1.0,1.0,0.0,1.0,1.0
309,DIAGNOSIS,START,2020-04-17 02:12:06.736252+00:00,Joe,103,COMPLETE,2020-04-17 03:26:20.379732+00:00,0 days 01:14:13.643480,4453,2743,7926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,REPAIR,START,2020-04-17 03:26:20.379732+00:00,1,103,COMPLETE,2020-04-17 09:44:54.567316+00:00,0 days 06:18:34.187584,22714,45945,12380,0.0,0.0,0.0,1.0,0.0,1.0,0.0
311,QUALITY_CONTROL,START,2020-04-17 09:44:54.567316+00:00,Clark,103,COMPLETE,2020-04-17 12:20:32.632806+00:00,0 days 02:35:38.065490,9338,15132,35094,1.0,0.0,0.0,1.0,0.0,1.0,1.0
312,DIAGNOSIS,START,2020-04-18 00:18:00.373632+00:00,Clark,104,COMPLETE,2020-04-18 00:48:44.731858+00:00,0 days 00:30:44.358226,1844,4633,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,REPAIR,START,2020-04-18 00:48:44.731858+00:00,Joe,104,COMPLETE,2020-04-18 01:56:47.881740+00:00,0 days 01:08:03.149882,4083,14641,2924,0.0,1.0,0.0,0.0,0.0,1.0,0.0
314,QUALITY_CONTROL,START,2020-04-18 01:56:47.881740+00:00,Clark,104,COMPLETE,2020-04-18 04:37:59.354703+00:00,0 days 02:41:11.472963,9671,14080,7007,0.0,1.0,0.0,1.0,0.0,1.0,1.0
315,DIAGNOSIS,START,2020-04-18 00:31:05.325461+00:00,Jane,105,COMPLETE,2020-04-18 01:18:15.449849+00:00,0 days 00:47:10.124388,2830,4886,1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,REPAIR,START,2020-04-18 01:18:15.449849+00:00,1,105,COMPLETE,2020-04-18 08:42:53.427679+00:00,0 days 07:24:37.977830,26677,17358,4695,0.0,0.0,1.0,0.0,0.0,1.0,0.0
317,QUALITY_CONTROL,START,2020-04-18 08:42:53.427679+00:00,Jane,105,COMPLETE,2020-04-18 10:43:13.939045+00:00,0 days 02:00:20.511366,7220,13539,31373,1.0,0.0,1.0,0.0,0.0,1.0,1.0
318,DIAGNOSIS,START,2020-04-21 09:17:50.222785+00:00,1,106,COMPLETE,2020-04-21 10:08:02.585124+00:00,0 days 00:50:12.362339,3012,3008,33470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,REPAIR,START,2020-04-21 10:08:02.585124+00:00,Joe,106,COMPLETE,2020-04-21 16:24:56.772140+00:00,0 days 06:16:54.187016,22614,14605,36482,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320,QUALITY_CONTROL,START,2020-04-21 16:24:56.772140+00:00,1,106,COMPLETE,2020-04-21 20:00:41.484825+00:00,0 days 03:35:44.712685,12944,11997,59096,1.0,0.0,0.0,1.0,0.0,1.0,1.0
321,DIAGNOSIS,START,2020-04-22 01:57:57.468116+00:00,Karsten,107,COMPLETE,2020-04-22 02:54:45.348786+00:00,0 days 00:56:47.880670,3407,3540,7077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,REPAIR,START,2020-04-22 02:54:45.348786+00:00,1,107,COMPLETE,2020-04-22 05:18:39.028437+00:00,0 days 02:23:53.679651,8633,12653,10485,0.0,0.0,0.0,0.0,1.0,1.0,0.0
323,QUALITY_CONTROL,START,2020-04-22 05:18:39.028437+00:00,1,107,COMPLETE,2020-04-22 09:21:04.948256+00:00,0 days 04:02:25.919819,14545,10338,19119,1.0,0.0,0.0,0.0,1.0,1.0,1.0
324,DIAGNOSIS,START,2020-04-22 02:31:56.218870+00:00,Jane,108,COMPLETE,2020-04-22 03:06:11.014178+00:00,0 days 00:34:14.795308,2054,3645,9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,REPAIR,START,2020-04-22 03:06:11.014178+00:00,Clark,108,COMPLETE,2020-04-22 08:08:41.796613+00:00,0 days 05:02:30.782435,18150,45405,11171,0.0,0.0,1.0,0.0,0.0,1.0,0.0
326,QUALITY_CONTROL,START,2020-04-22 08:08:41.796613+00:00,Jane,108,COMPLETE,2020-04-22 10:05:17.647857+00:00,0 days 01:56:35.851244,6995,40555,29321,0.0,1.0,1.0,0.0,0.0,1.0,1.0
327,DIAGNOSIS,START,2020-04-22 17:36:55.903325+00:00,Joe,109,COMPLETE,2020-04-22 18:32:43.633201+00:00,0 days 00:55:47.729876,3347,4067,63415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,REPAIR,START,2020-04-22 18:32:43.633201+00:00,Joe,109,COMPLETE,2020-04-22 21:43:34.163239+00:00,0 days 03:10:50.530038,11450,27681,66763,0.0,0.0,0.0,1.0,0.0,1.0,0.0
329,QUALITY_CONTROL,START,2020-04-22 21:43:34.163239+00:00,Clark,109,COMPLETE,2020-04-23 01:19:02.865886+00:00,0 days 03:35:28.702647,12928,5038,78214,0.0,0.0,0.0,2.0,0.0,1.0,1.0
330,DIAGNOSIS,START,2020-04-25 06:26:34.509159+00:00,Joe,110,COMPLETE,2020-04-25 07:37:50.208370+00:00,0 days 01:11:15.699211,4275,3358,23194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,REPAIR,START,2020-04-25 07:37:50.208370+00:00,Joe,110,COMPLETE,2020-04-25 12:32:02.237083+00:00,0 days 04:54:12.028713,17652,18663,27470,0.0,0.0,0.0,1.0,0.0,1.0,0.0
332,QUALITY_CONTROL,START,2020-04-25 12:32:02.237083+00:00,Joe,110,COMPLETE,2020-04-25 16:30:15.304607+00:00,0 days 03:58:13.067524,14293,23692,45122,0.0,0.0,0.0,2.0,0.0,1.0,1.0
333,DIAGNOSIS,START,2020-04-25 11:36:42.436891+00:00,Jane,111,COMPLETE,2020-04-25 12:02:47.642292+00:00,0 days 00:26:05.205401,1565,5415,41802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,REPAIR,START,2020-04-25 12:02:47.642292+00:00,1,111,COMPLETE,2020-04-25 19:09:52.917242+00:00,0 days 07:07:05.274950,25625,18796,43367,0.0,0.0,1.0,0.0,0.0,1.0,0.0
335,QUALITY_CONTROL,START,2020-04-25 19:09:52.917242+00:00,Clark,111,COMPLETE,2020-04-25 23:29:21.036389+00:00,0 days 04:19:28.119147,15568,16194,68992,1.0,0.0,1.0,0.0,0.0,1.0,1.0
336,DIAGNOSIS,START,2020-04-25 20:05:15.514502+00:00,Jane,112,COMPLETE,2020-04-25 21:12:03.789015+00:00,0 days 01:06:48.274513,4008,4488,72315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,REPAIR,START,2020-04-25 21:12:03.789015+00:00,Jane,112,COMPLETE,2020-04-26 04:38:48.224584+00:00,0 days 07:26:44.435569,26804,30401,76323,0.0,0.0,1.0,0.0,0.0,1.0,0.0
338,QUALITY_CONTROL,START,2020-04-26 04:38:48.224584+00:00,1,112,COMPLETE,2020-04-26 07:20:39.187529+00:00,0 days 02:41:50.962945,9710,10558,16728,0.0,0.0,2.0,0.0,0.0,1.0,1.0
339,DIAGNOSIS,START,2020-04-27 01:13:12.352453+00:00,1,113,COMPLETE,2020-04-27 02:34:45.392269+00:00,0 days 01:21:33.039816,4893,2874,4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,REPAIR,START,2020-04-27 02:34:45.392269+00:00,Clark,113,COMPLETE,2020-04-27 07:36:12.737495+00:00,0 days 05:01:27.345226,18087,15225,9285,1.0,0.0,0.0,0.0,0.0,1.0,0.0
341,QUALITY_CONTROL,START,2020-04-27 07:36:12.737495+00:00,1,113,COMPLETE,2020-04-27 10:45:36.882335+00:00,0 days 03:09:24.144840,11364,10004,27372,1.0,1.0,0.0,0.0,0.0,1.0,1.0
342,DIAGNOSIS,START,2020-04-28 02:27:13.859055+00:00,Karsten,114,COMPLETE,2020-04-28 03:12:22.033104+00:00,0 days 00:45:08.174049,2708,5125,8833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,REPAIR,START,2020-04-28 03:12:22.033104+00:00,1,114,COMPLETE,2020-04-28 07:08:02.708872+00:00,0 days 03:55:40.675768,14140,18562,11542,0.0,0.0,0.0,0.0,1.0,1.0,0.0
344,QUALITY_CONTROL,START,2020-04-28 07:08:02.708872+00:00,1,114,COMPLETE,2020-04-28 09:56:09.525786+00:00,0 days 02:48:06.816914,10086,9838,25682,1.0,0.0,0.0,0.0,1.0,1.0,1.0
345,DIAGNOSIS,START,2020-04-28 11:11:34.177195+00:00,1,115,COMPLETE,2020-04-28 12:13:07.111876+00:00,0 days 01:01:32.934681,3692,4206,40294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,REPAIR,START,2020-04-28 12:13:07.111876+00:00,Karsten,115,COMPLETE,2020-04-28 17:10:47.266217+00:00,0 days 04:57:40.154341,17860,46143,43987,1.0,0.0,0.0,0.0,0.0,1.0,0.0
347,QUALITY_CONTROL,START,2020-04-28 17:10:47.266217+00:00,Joe,115,COMPLETE,2020-04-28 19:43:45.112753+00:00,0 days 02:32:57.846536,9177,24430,61847,1.0,0.0,0.0,0.0,1.0,1.0,1.0
348,DIAGNOSIS,START,2020-05-02 06:22:07.988298+00:00,Joe,116,COMPLETE,2020-05-02 07:24:15.993151+00:00,0 days 01:02:08.004853,3728,3689,22927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,REPAIR,START,2020-05-02 07:24:15.993151+00:00,Joe,116,COMPLETE,2020-05-02 09:33:42.768694+00:00,0 days 02:09:26.775543,7766,18089,26655,0.0,0.0,0.0,1.0,0.0,1.0,0.0
350,QUALITY_CONTROL,START,2020-05-02 09:33:42.768694+00:00,Clark,116,COMPLETE,2020-05-02 11:11:15.541311+00:00,0 days 01:37:32.772617,5852,7783,34422,0.0,0.0,0.0,2.0,0.0,1.0,1.0
351,DIAGNOSIS,START,2020-05-02 23:47:33.780010+00:00,Joe,117,COMPLETE,2020-05-03 01:04:09.134058+00:00,0 days 01:16:35.354048,4595,2758,85653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,REPAIR,START,2020-05-03 01:04:09.134058+00:00,Clark,117,COMPLETE,2020-05-03 05:15:52.694513+00:00,0 days 04:11:43.560455,15103,59850,3849,0.0,0.0,0.0,1.0,0.0,1.0,0.0
353,QUALITY_CONTROL,START,2020-05-03 05:15:52.694513+00:00,Joe,117,COMPLETE,2020-05-03 08:23:32.780608+00:00,0 days 03:07:40.086095,11260,9953,18952,0.0,1.0,0.0,1.0,0.0,1.0,1.0
354,DIAGNOSIS,START,2020-05-03 00:20:38.215873+00:00,1,118,COMPLETE,2020-05-03 01:20:11.268812+00:00,0 days 00:59:33.052939,3573,3162,1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,REPAIR,START,2020-05-03 01:20:11.268812+00:00,Jane,118,COMPLETE,2020-05-03 05:44:40.359578+00:00,0 days 04:24:29.090766,15869,18929,4811,1.0,0.0,0.0,0.0,0.0,1.0,0.0
356,QUALITY_CONTROL,START,2020-05-03 05:44:40.359578+00:00,1,118,COMPLETE,2020-05-03 09:03:14.138529+00:00,0 days 03:18:33.778951,11913,9770,20680,1.0,0.0,1.0,0.0,0.0,1.0,1.0
357,DIAGNOSIS,START,2020-05-04 16:25:46.543191+00:00,1,119,COMPLETE,2020-05-04 18:00:09.434350+00:00,0 days 01:34:22.891159,5662,3187,59146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,REPAIR,START,2020-05-04 18:00:09.434350+00:00,Karsten,119,COMPLETE,2020-05-05 05:38:33.101463+00:00,0 days 11:38:23.667113,41903,16083,64809,1.0,0.0,0.0,0.0,0.0,1.0,0.0
359,QUALITY_CONTROL,START,2020-05-05 05:38:33.101463+00:00,Jane,119,COMPLETE,2020-05-05 07:26:11.104152+00:00,0 days 01:47:38.002689,6458,41252,20313,1.0,0.0,0.0,0.0,1.0,1.0,1.0
360,DIAGNOSIS,START,2020-05-06 03:35:50.929106+00:00,Karsten,120,COMPLETE,2020-05-06 04:30:44.042464+00:00,0 days 00:54:53.113358,3293,4044,12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,REPAIR,START,2020-05-06 04:30:44.042464+00:00,Jane,120,COMPLETE,2020-05-06 08:05:44.871549+00:00,0 days 03:35:00.829085,12900,52631,16244,0.0,0.0,0.0,0.0,1.0,1.0,0.0
362,QUALITY_CONTROL,START,2020-05-06 08:05:44.871549+00:00,Clark,120,COMPLETE,2020-05-06 10:38:54.204430+00:00,0 days 02:33:09.332881,9189,8310,29144,0.0,0.0,1.0,0.0,1.0,1.0,1.0
363,DIAGNOSIS,START,2020-05-06 04:32:45.221608+00:00,Karsten,121,COMPLETE,2020-05-06 05:37:13.498332+00:00,0 days 01:04:28.276724,3868,3479,16365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,REPAIR,START,2020-05-06 05:37:13.498332+00:00,Joe,121,COMPLETE,2020-05-07 00:36:42.136511+00:00,0 days 18:59:28.638179,68368,19198,20233,0.0,0.0,0.0,0.0,1.0,1.0,0.0
365,QUALITY_CONTROL,START,2020-05-07 00:36:42.136511+00:00,1,121,COMPLETE,2020-05-07 04:10:38.200499+00:00,0 days 03:33:56.063988,12836,11468,2202,0.0,0.0,0.0,1.0,1.0,1.0,1.0
366,DIAGNOSIS,START,2020-05-06 14:58:04.055382+00:00,Clark,122,COMPLETE,2020-05-06 15:55:23.295548+00:00,0 days 00:57:19.240166,3439,2622,53884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,REPAIR,START,2020-05-06 15:55:23.295548+00:00,Jane,122,COMPLETE,2020-05-07 02:11:31.102885+00:00,0 days 10:16:07.807337,36967,31540,57323,0.0,1.0,0.0,0.0,0.0,1.0,0.0
368,QUALITY_CONTROL,START,2020-05-07 02:11:31.102885+00:00,Jane,122,COMPLETE,2020-05-07 03:37:26.839422+00:00,0 days 01:25:55.736537,5155,6717,7891,0.0,1.0,1.0,0.0,0.0,1.0,1.0
369,DIAGNOSIS,START,2020-05-06 15:52:24.558103+00:00,1,123,COMPLETE,2020-05-06 17:23:00.101360+00:00,0 days 01:30:35.543257,5435,3368,57144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,REPAIR,START,2020-05-06 17:23:00.101360+00:00,Clark,123,COMPLETE,2020-05-07 11:01:00.915023+00:00,0 days 17:38:00.813663,63480,14287,62580,1.0,0.0,0.0,0.0,0.0,1.0,0.0
371,QUALITY_CONTROL,START,2020-05-07 11:01:00.915023+00:00,1,123,COMPLETE,2020-05-07 14:16:53.210882+00:00,0 days 03:15:52.295859,11752,13108,39660,1.0,1.0,0.0,0.0,0.0,1.0,1.0
372,DIAGNOSIS,START,2020-05-09 00:52:32.129611+00:00,Joe,124,COMPLETE,2020-05-09 01:45:22.446259+00:00,0 days 00:52:50.316648,3170,5642,3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,REPAIR,START,2020-05-09 01:45:22.446259+00:00,Jane,124,COMPLETE,2020-05-09 07:47:28.196254+00:00,0 days 06:02:05.749995,21725,12278,6322,0.0,0.0,0.0,1.0,0.0,1.0,0.0
374,QUALITY_CONTROL,START,2020-05-09 07:47:28.196254+00:00,1,124,COMPLETE,2020-05-09 10:28:34.764414+00:00,0 days 02:41:06.568160,9666,9715,28048,0.0,0.0,1.0,1.0,0.0,1.0,1.0
375,DIAGNOSIS,START,2020-05-10 01:06:11.413061+00:00,Joe,125,COMPLETE,2020-05-10 01:45:37.120413+00:00,0 days 00:39:25.707352,2365,3822,3971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,REPAIR,START,2020-05-10 01:45:37.120413+00:00,Clark,125,COMPLETE,2020-05-10 05:51:58.438284+00:00,0 days 04:06:21.317871,14781,42744,6337,0.0,0.0,0.0,1.0,0.0,1.0,0.0
377,QUALITY_CONTROL,START,2020-05-10 05:51:58.438284+00:00,Clark,125,COMPLETE,2020-05-10 07:40:49.524059+00:00,0 days 01:48:51.085775,6531,8214,21118,0.0,1.0,0.0,1.0,0.0,1.0,1.0
378,DIAGNOSIS,START,2020-05-10 08:28:01.645830+00:00,Jane,126,COMPLETE,2020-05-10 09:00:00.919663+00:00,0 days 00:31:59.273833,1919,4395,30481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,REPAIR,START,2020-05-10 09:00:00.919663+00:00,Clark,126,COMPLETE,2020-05-10 16:17:32.703429+00:00,0 days 07:17:31.783766,26251,29125,32400,0.0,0.0,1.0,0.0,0.0,1.0,0.0
380,QUALITY_CONTROL,START,2020-05-10 16:17:32.703429+00:00,Jane,126,COMPLETE,2020-05-10 19:49:30.131909+00:00,0 days 03:31:57.428480,12717,23030,58652,0.0,1.0,1.0,0.0,0.0,1.0,1.0
381,DIAGNOSIS,START,2020-05-13 03:30:30.059405+00:00,Jane,127,COMPLETE,2020-05-13 04:04:04.796858+00:00,0 days 00:33:34.737453,2014,1643,12630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,REPAIR,START,2020-05-13 04:04:04.796858+00:00,Karsten,127,COMPLETE,2020-05-13 10:16:38.597712+00:00,0 days 06:12:33.800854,22353,30896,14644,0.0,0.0,1.0,0.0,0.0,1.0,0.0
383,QUALITY_CONTROL,START,2020-05-13 10:16:38.597712+00:00,Joe,127,COMPLETE,2020-05-13 16:43:26.724663+00:00,0 days 06:26:48.126951,23208,11379,36998,0.0,0.0,1.0,0.0,1.0,1.0,1.0
384,DIAGNOSIS,START,2020-05-14 15:28:30.566039+00:00,Jane,128,COMPLETE,2020-05-14 16:20:50.393979+00:00,0 days 00:52:19.827940,3139,7085,55710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,REPAIR,START,2020-05-14 16:20:50.393979+00:00,Joe,128,COMPLETE,2020-05-15 03:54:02.402023+00:00,0 days 11:33:12.008044,41592,20146,58850,0.0,0.0,1.0,0.0,0.0,1.0,0.0
386,QUALITY_CONTROL,START,2020-05-15 03:54:02.402023+00:00,Jane,128,COMPLETE,2020-05-15 12:32:04.059907+00:00,0 days 08:38:01.657884,31081,13655,14042,0.0,0.0,1.0,1.0,0.0,1.0,1.0
